#NOTES:
#All Castle doors and gates are found in the castledoor.sql
#All thrones and signs are found in the staticobjects.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Doors sorted by map regions
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;emitter;unlockable;start_opened;targetable
#####################################################################################################################################################

Entrance_of_Destruction;12240001;-239264;219986;-10161;0;0;0;0;0;0;158250;644;518;0;False;False
Entrance_of_Destruction;12240002;-239264;219985;-10161;0;0;0;0;0;0;158250;644;518;0;False;False
Gate;12240003;-243960;217081;-12196;0;0;0;0;0;0;158250;644;518;0;False;False
Gate;12240004;-243960;217081;-12196;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240005;-241118;218106;-12402;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240006;-241118;218105;-12402;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240007;-238727;215839;-12659;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240008;-238727;215839;-12659;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240009;-238741;212232;-12788;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240010;-238741;212232;-12788;0;0;0;0;0;0;158250;644;518;0;False;False
Gate;12240011;-244508;215770;-12196;0;0;0;0;0;0;158250;644;518;0;False;False
Gate;12240012;-244508;215770;-12196;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240013;-242793;213119;-12530;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240014;-242793;213119;-12530;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240015;-242794;209513;-12662;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240016;-242794;209513;-12662;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240017;-239838;207825;-12914;0;0;0;0;0;0;158250;644;518;0;False;False
Iron_Wall_Gate;12240018;-239838;207824;-12914;0;0;0;0;0;0;158250;644;518;0;False;False
